puma,group_pop,rent,household_income,on_foodstamps_yes,has_broadband_yes,family_size,num_children,sex_male,age,race_american_indian,race_asian_and_pacific_islander,race_black,race_hispanic,race_other,race_white,birthplace_us,years_in_usa,language_english,language_hindi,language_other,language_spanish,language_unknown,education_hs_graduate,education_some_college,education_bachelors_degree,education_post_graduate_degree,education_unknown,employment_not_in_labor_force,employment_unemployed,health_insurance_public,health_insurance_private,personal_income,on_welfare_yes,poverty_threshold_below,work_transport_other,work_transport_private_vehicle,work_transport_public_transit,work_transport_walking,work_transport_worked_from_home
3801,216449,1203.211632679556,78128.98332248126,0.35406136452056935,0.8724479203270972,3.208919944908253,0.4610381288164309,0.47998444396774514,38.7311652914699,0.00868660428452738,0.02560218927002909,0.1405807928134022,0.3898516715044249,0.00441501748460131,0.34940506726897713,0.5170364502079292,11.54447623168632,0.26885359910181744,0.00419302468456129,0.05457504347007499,0.6194377374641429,0.0500301149006445,0.16278546301994296,0.18467209752514996,0.1672272278776133,0.09970910566823468,0.03102884732277643,0.43284306911029025,0.04785450828437387,0.43760227830410536,0.4727158355055754,31989.97580979006,0.16665351676075738,0.2093172444886938,0.5012900446622722,0.06093338059864648,0.34838852704993645,0.05571411485802784,0.02938495349665057
3802,131106,1130.5420932534405,113484.1297501703,0.20885765055919073,0.930249414052891,2.521772840398832,0.3330095408131454,0.47135864514310954,37.08770754647665,0.00663840555781953,0.08366107542768053,0.24536619367121693,0.16079836297019276,0.00383916633999115,0.3879959968897518,0.6493368936517938,8.053839584862423,0.49172685298581487,0.01031547906388032,0.09470600301288104,0.3247854670264897,0.04522917898412959,0.14712881508133374,0.19014299938979928,0.1889553005859455,0.18474534366389112,0.03012157446473147,0.4515467901599505,0.03328185093905315,0.32106001542375495,0.6025972601250907,42482.35221462563,0.14377558241409516,0.2938991820808393,0.4996541615476949,0.03578654449184659,0.3499205756356018,0.06355090364806924,0.04167444076785354
3803,136056,1000.9730584105812,91088.75225460976,0.2365244897448595,0.8816763514292327,2.737295917903576,0.3834139006592841,0.4613675403289644,36.640396126072545,0.0023139467274159,0.02548739598486337,0.6368180835860592,0.1279900242054608,0.00190833911664385,0.16006020065332535,0.7670736340743779,5.425509171161981,0.6293123348845635,0.00390495719869135,0.11035920492871802,0.18144650116855565,0.06985529645369778,0.18540756427824767,0.1944744286769512,0.1579316852684668,0.12130112600679364,0.04115738709293358,0.4736754645917188,0.04595308766814354,0.41481487642229814,0.5122959534881202,41334.63671448483,0.20882727560523467,0.26653228422629405,0.5347124452761628,0.04587712303726142,0.3518145054726511,0.03325947980388593,0.02902007557475325
3804,121571,940.732236929203,66383.38481675004,0.3252772154172753,0.8735727784814769,2.655878318638922,0.37467431658809813,0.4636623137458423,37.529779620426766,0.006061981421768,0.06774512815614467,0.3879692434663193,0.23745169564633695,0.0060657028721136,0.2574603380795455,0.7671498066075118,7.937604958219819,0.47805359585548274,0.0093597323254021,0.06941525842726637,0.3592058423919071,0.05778157566929903,0.19965752049122723,0.16610076574084193,0.14131269847085312,0.0880636925997423,0.03499601599515885,0.5609359584052284,0.03440607124716615,0.4878552848906111,0.4355214415427998,32576.177740918323,0.21431833830986163,0.36309922282284657,0.6041201915588638,0.02895340331695142,0.2914619343270438,0.05465325974918997,0.0145699826982274
3805,214862,1437.4804352071817,279252.3887450759,0.00694662960982329,0.9435755116729824,2.264105386633542,0.3284170576250811,0.4434516818124036,43.32819272672149,0.0027475898260906,0.11437859646437276,-0.00670819559475346,0.0035963064827982,-7.315313961933851e-6,0.8584555556492545,0.7632703177238387,5.5368843675255635,0.6887385482083288,0.01372158425159502,0.15705038915016106,0.05852059648771898,0.052691428852760173,0.05279657139152225,0.07781545497523093,0.3406910216875665,0.3749502547719475,0.03392902509528232,0.38694314831913645,0.01552488741490075,0.09775136815299912,0.8752386922766666,122272.2351099626,0.12981617202182333,0.05565511354459503,0.4202709713258163,0.08440503735456382,0.3307148641078621,0.1155603010087298,0.03954806533834299
3806,194033,1223.0145895078265,272092.6720987375,0.06852468503308146,0.9359007194429828,2.274806934300123,0.3176293697677877,0.44858306817145954,43.78312957724802,0.00164069070778204,0.10004650794488426,0.03772144090086134,0.01936615502408724,0.00288698043320329,0.8048287099944121,0.7664309990446431,6.134350106771592,0.6905546566173798,0.00611105876009637,0.12734896532082038,0.09019751777747734,0.05170250077662595,0.05288191623484375,0.09413785512737909,0.2939195713082269,0.3807869486040071,0.03151302565808985,0.4024593244461483,0.02382343707316828,0.13407320401924705,0.8365473609442323,121090.5659014812,0.1388420875895018,0.10861082826968334,0.44130473330552256,0.0567760012206567,0.34799467692330815,0.07561898708611517,0.06163173490338016
3807,158015,1584.7062915044398,224315.31210423357,0.06070902135857836,0.9413878932829528,1.757481183087667,0.1521445071405064,0.5284306014164417,41.25971241384304,0.00455344987228012,0.17939635039550972,0.01670230029069677,0.00899878022152256,0.00330299583544808,0.7543857260684272,0.7042725399797415,6.153282559832099,0.6830508974596567,0.01639610774031878,0.11819563170836586,0.08707642828678315,0.02944076426677387,0.07193418719109398,0.11577326356171116,0.40216643946616815,0.3074456109181868,0.01925831077384653,0.27980623398863863,0.02866295391804577,0.12586710856241057,0.843686390771269,115862.36780513028,0.07714506999655865,0.1286132116496583,0.3267824891776193,0.04795220088283628,0.33632351793664556,0.21673271245329212,0.0520018433779623
3808,148793,1697.116534520369,235287.96285924345,0.00332010087606163,0.9544181799653724,1.718043370355291,0.15279228221944083,0.4792234974868008,41.60062622620171,7.810103810494066e-4,0.18737089833013149,-0.00957107835558609,-0.01992272000553041,0.00258162856129514,0.8163676298974392,0.7662032520424967,5.040325254450477,0.7288187686717761,0.01894464076735252,0.13100295105306586,0.03378656977699984,0.03345029948804986,0.03353025901011208,0.1039574401112458,0.43178562951954896,0.34049244867631157,0.02007873491433534,0.3135018691480339,0.0183883094588572,0.07683290629273842,0.8903831376080819,115919.01029200893,0.07621771074038552,0.0990726310777103,0.3459628286313219,0.04495494954531905,0.2882378499021859,0.2487543794538717,0.05536303364237859
3809,154258,1150.428624191756,92785.83306851184,0.29579628185898127,0.9278658394003408,2.284290796201358,0.2881527946355657,0.4846666610614284,42.50293267952281,0.00669179447546612,0.3279832374544864,0.07172893929647878,0.10721651520389872,3.515423662387795e-4,0.4456100793000457,0.6485356159109408,11.272529674586794,0.4945460151101901,0.0024344527605395902,0.05837037885381753,0.1539141750061415,0.02781599752701019,0.1511058361180163,0.1569686828146011,0.2537460897952368,0.11861547470038727,0.01763006406702063,0.48470687006256313,0.02713896004081832,0.4152935190685676,0.5219429051877761,45175.82769935512,0.12180012522806954,0.30454226095772063,0.5267549020734684,0.03864565399219696,0.24834034923746065,0.13151757471142425,0.02757118460699384
3810,155415,1620.5541860126834,289738.30849194014,-0.00116606779161852,0.9483623333931854,1.969794490081223,0.2513855473938206,0.484794637708729,39.12620041205866,0.00157952860042724,0.16355066141252078,-0.02698664097586146,-0.01614340562694341,0.00280174771381398,0.8389103471981895,0.7668359067881827,4.644628087974588,0.7478193992615492,0.01213040940124352,0.10501691725553808,0.01167773924681178,0.04967885661385192,0.03573769141540398,0.08930527628573255,0.41062580123224846,0.33191014599684754,0.03302661478771362,0.31665248362315457,0.02512420429434037,0.06425608320392184,0.9118419482156556,130720.53396387523,0.10659076531392804,0.10066833827184364,0.35520443088727865,0.04425685441027052,0.332958307400375,0.18229538524761052,0.06576940517170703
3901,164582,144.81548804452058,136471.91330842095,0.03863924009641363,0.928857018303993,3.458067696828102,0.6639438059237651,0.48314878478529616,40.77403311682331,0.00132844530949603,0.05160146429177795,-0.01843357540953014,-0.002602903779056,0.00236103160741655,0.9529474702187278,0.8409909087003106,4.832296928437423,0.7525371734346978,0.00586032027089277,0.14766931722810375,0.01863012865677065,0.05380891873552364,0.24354915202461255,0.2167563466834233,0.17717661836775053,0.1064048332985754,0.03169439849573877,0.5071673183565757,0.02126233199301792,0.15154990192427795,0.829653000478355,49958.22573876081,0.17749634269033124,0.05643922322270985,0.5358462454102582,0.3402786660019996,0.10643160651252478,0.00492811555886978,0.01197825207072634
3902,138201,292.37127040955716,129825.73519044228,0.08458686838483492,0.9219107282157222,3.6129631682446464,0.6615818328351312,0.4781800672509615,40.59828710032232,0.00114364194080094,0.1538226444227579,0.01136724717083064,0.02227195357245746,0.00105022092920892,0.786835550600222,0.7019883064508324,7.692334240924721,0.5586196776828445,0.01972691526007835,0.2476311137317434,0.05643843913936244,0.05551569658491345,0.23767042780146488,0.19779784059231736,0.15865104521408022,0.10821961722738044,0.03533927467942791,0.5311234591869283,0.02111494158324284,0.2472412081585668,0.716991218245044,46326.363412087456,0.18642275798537183,0.11116175705663406,0.5622750182403607,0.28912331763569427,0.12204191762919936,0.00986450512914909,0.01609003429032938
3903,171740,443.9940031740492,104953.9291037753,0.20175505568692975,0.8974058962984364,3.6152673399997073,0.6125558063147861,0.49346278475361455,37.909974218140704,0.00206051997235172,0.08979775733983336,0.23982363363818304,0.06727035701499891,0.00123022208919138,0.5690548259191266,0.7354028439513429,6.778348338644236,0.5858233401093896,0.02606200559880094,0.10923737972255504,0.1897776549088291,0.06018309333810963,0.23041522120554783,0.20199631279626468,0.13778534145451132,0.08393787845667285,0.03230460724695324,0.5302733416565322,0.02280993630129256,0.31122911683615073,0.6247161064312087,38273.73980425334,0.2165532586072395,0.1901811080367758,0.5648596275408788,0.2583635274179833,0.1494356857880595,0.01575619599685478,0.01124137339545215
4001,162191,1434.5182925393956,122504.0272259553,0.24247850220222392,0.9075586192676892,3.218850450161165,0.4910538182162951,0.4993283083425079,34.148837291490764,0.00369176059418175,0.06948993092503437,0.03247892372262366,0.07297067454549074,0.00195680285247754,0.7803779365210346,0.7568181630944762,7.11121990231364,0.4365065597610152,0.00495255536774313,0.2717434310479937,0.1723753507889166,0.08094513285305853,0.14545636092846131,0.12766482183036856,0.2679704011335328,0.13017388651588793,0.0519372357547141,0.4250952776511193,0.02452920760180725,0.33417393203030893,0.6097143868660203,56714.491549873885,0.20970549344865644,0.21379355424029792,0.4626754386255878,0.06571981968784434,0.347169817821971,0.0687212968998525,0.0347358407104734
4002,129117,1210.1632359313032,84203.30378066486,0.32215640995326633,0.8271688007661643,3.1037036985102935,0.442695274986969,0.5036183929243078,34.1404100324001,0.00672958611864438,0.04134659215747131,0.24972634650370512,0.32683433437853465,0.00795486772682162,0.333138379875113,0.6814418968153377,8.806713103812616,0.42786039064032266,0.00713031118421099,0.03797697302566926,0.4604417506425202,0.05450113802724707,0.19868293410258597,0.17208521879618588,0.1910029783473232,0.04752505649407633,0.03225704793998081,0.4412273803782644,0.03632211450826052,0.3943431538356461,0.4862996955104052,32112.232579295058,0.19373610814808584,0.2801235042589623,0.4902428373197052,0.07679887010584781,0.36043967989195475,0.03672883018706939,0.0233976826749972
4003,148878,996.5712000189462,89356.73249723212,0.33999985102980945,0.8799414695146169,3.5225281735238037,0.5137744914494011,0.4605822547867438,33.4371040123789,0.005648139525525,0.02271780668451847,0.5407980925698445,0.08970536385759725,6.589317186032558e-4,0.30089833664678406,0.8068999806551584,5.026933201806747,0.6367882843429077,0.00671344434759524,0.13093131753309317,0.13833571299923322,0.08458598354465433,0.2153623383127685,0.1658993062216573,0.17092571407753454,0.07637789331328304,0.05109813979690492,0.4954983209953147,0.03926074853368275,0.3900571489583545,0.5331709320088245,36452.10794248701,0.24733392374769256,0.2718491357086744,0.5437737748665836,0.07722954116225209,0.3067636097969814,0.03557822660533784,0.02386583931410314
4004,142148,1234.0132120882358,183972.15476157155,0.16122579548319582,0.9384946118073902,2.5465583086983727,0.3271011997416974,0.4663791481521658,36.341901809356,0.00296032078641647,0.09913353156205726,0.24400820381632587,0.04174409938886611,0.00149709481920355,0.5613481083282656,0.809136206715827,4.597075340716271,0.7080826473544091,0.00623330673373146,0.10056600117069256,0.08034060771959572,0.06639848780208762,0.09633739687279848,0.13469267348151845,0.27721047824308254,0.24274136594826615,0.04195437787400861,0.4001435032735319,0.03260036940943346,0.20647369488722975,0.7635490321979979,75794.98123279815,0.17660716876155513,0.18709903572136025,0.4434348051657936,0.04530221894995617,0.3882101147500845,0.06164782913259079,0.03701441780406144
4005,117521,1270.2132135094394,231720.3486438368,0.0624000624073056,0.9472262046135208,2.6425015522480253,0.4161255590122574,0.4709386589178447,36.55529019031392,0.0034585842960387,0.08120324784498385,0.04793452687141614,0.01524811690102781,0.00367146307197712,0.790700914342511,0.837147185981165,4.294936515211969,0.7236491441315734,0.00460929171838946,0.0929793225081222,0.07090469778267885,0.08619870911862647,0.06207600309205979,0.07274471873308327,0.29941154476764725,0.3138605648425657,0.05555396119793659,0.38399499917933144,0.02760923524891173,0.10307239839236997,0.8687334046140531,89083.7989078878,0.19339237061092113,0.08132727289003387,0.4231633766743676,0.05016421235021629,0.39003698346213594,0.05923091536475883,0.05545182408732324
4006,133912,1057.361911194943,105944.2757701748,0.27273079611625506,0.8991440415579913,2.7823023198019867,0.38891265821791865,0.4537901080920035,36.69052597196542,0.00250220330965254,0.02461587155373962,0.6261544068032708,0.0495452973300164,0.00319996489401375,0.25178584343436317,0.7256547666604518,7.21441777500571,0.7713517648042667,0.00725556123774281,0.07832708341751461,0.08267003554405324,0.06129251498110844,0.19099837988958585,0.1759960444648526,0.20312030990292995,0.13014474479535207,0.03542319462899507,0.4385142389624577,0.03335144481437377,0.3171828048427139,0.6079564349197832,42925.08337894775,0.1893360680331624,0.21973022110578003,0.49310201500839224,0.06748741064603855,0.3702413807759599,0.02844012808874144,0.0260037383421031
4007,116280,733.5081704556413,51501.16295613523,0.4679405648360968,0.8695888278637458,2.985987945764305,0.43634651249491513,0.4279978313783726,36.145337692685615,0.00217649812756588,-0.01347819040871275,0.8647245376094954,0.09675095548550666,0.00565931017345305,0.0201796721529783,0.6951070600964777,7.717755342075026,0.7197931200984362,0.00308915255691267,0.04019225355576061,0.1799822200857703,0.0684161860605855,0.2974336706005567,0.21277818947771285,0.06381358834303688,0.00502450086526952,0.03746207897167467,0.5780886956486675,0.06071282481202825,0.5498692374213581,0.374315638214352,21901.29826660945,0.28034252461419207,0.3661317588912339,0.650760148032986,0.06883526353205367,0.26559180601072047,0.00836956943008217,0.00539287006583098
4008,161029,807.5059383204879,67289.50171853253,0.36110900203241825,0.9039633350234,3.7230768397393472,0.6025319827830842,0.4538876937118807,35.59880782068422,0.00209887495840492,0.03208677476556332,0.6159860246639407,0.12093900064424772,0.00785677529425212,0.197894010492697,0.6361110878581085,9.489109347425654,0.5244208104312009,0.03330250108223796,0.04187365693271617,0.31646081491223166,0.08012426143635634,0.3411907064729266,0.18138001311872667,0.05488219012479801,0.01352266749067477,0.04807390150331973,0.572779351205383,0.02724344354789418,0.48620606986760545,0.4599026059774075,25966.757703091873,0.2602249596842771,0.26411945263643094,0.6135700299278986,0.11036204458340634,0.25334006550411403,0.01371756917086047,0.00889016681375453
4009,205340,479.1601787820773,110578.12570449807,0.17343457088294437,0.9218916459757692,3.785421754523925,0.6190146119641086,0.4508849541297479,38.71658392221656,0.00143766181193303,0.04251585510160984,0.6750024754232374,0.03591995538051858,0.00561254040303719,0.22531858379758665,0.5709340402168526,12.02474647817614,0.6652754315438753,0.01396430197469415,0.18155817660394133,0.06288571754254046,0.06324184743107147,0.2266701025725501,0.2311136016430115,0.14300270686311106,0.07944881074714277,0.03513945270542153,0.5083357795894299,0.02654873665092656,0.28066915325191977,0.65701630884877,38332.306833825976,0.2054614911343304,0.10057969451226503,0.5456838880526589,0.20608049780634985,0.2242928276925193,0.01106838763843186,0.01107991511264517
4010,134738,726.1406021098146,81584.82929881467,0.22715829328202508,0.8840817009572389,3.423665601287762,0.533761094091899,0.4382947395703139,38.90729165951171,0.00306267797331112,-0.0115581753349564,0.9747209710601088,0.04346346609718744,0.00467762724290859,-0.02953111833317394,0.4645577287614059,13.7543769308445,0.7587305047897257,0.00109352367291038,0.12713702514059058,0.06585031602052735,0.05849572787908103,0.2854219332095341,0.23557659594248423,0.10980509162760042,0.04261044324328855,0.03392069390020254,0.492567871780589,0.03218504452490987,0.39173149117825057,0.5211538986454417,29660.535548446915,0.1984431424574079,0.14103699934756905,0.5387574449186169,0.12889145286621886,0.30546953179947994,0.01488973036821221,0.01138672670192984
4011,107700,1068.1129813086827,83027.51674192854,0.24323999286801187,0.8956549855978331,3.1087553754796855,0.4710071800602657,0.46115691575922335,37.68207387507544,0.0011769417275779,2.0717168236310864e-4,0.71134325893699,0.03776659493630012,0.00783383183750201,0.21654368899124551,0.5718118879699361,10.803530489160158,0.7059504528917547,-0.00122598648022469,0.17962050517030112,0.06332595264570226,0.0583350466387604,0.23293787957417936,0.22081533786324897,0.15389094758417257,0.0800946303213857,0.03493906038401191,0.46747288612160726,0.03473314703341373,0.36458877046892985,0.5560749565235243,33969.98721289198,0.19615576825907463,0.20245823038684743,0.5142527044156731,0.07429879799028033,0.3431934366979506,0.03651746995104694,0.0248240804751113
4012,140149,1021.145840987052,98807.394020942,0.254362611521279,0.9200397515306048,3.66049883977788,0.5981148461802436,0.5054389920246211,35.71177552281211,0.00524559413976312,0.32710801807841605,0.01047549475305923,0.1825434274749221,0.00255331168540341,0.4409120526162972,0.5168999206414633,9.974909945158704,0.24375036540331496,0.013854840411812,0.0730758185856429,0.337573711450539,0.07413669424866726,0.1536560651113521,0.10400815216144588,0.13224571900748985,0.08897187628081138,0.04220240520270529,0.4902250056038834,0.02619933120001365,0.4554702975702343,0.4093108347352595,36276.77825345505,0.22131384185083725,0.24122111927089657,0.5316199415171624,0.0834432093180872,0.2869926104503748,0.0712928834732096,0.01721057134558158
4013,122633,819.0289870537501,119205.81911783456,0.13865596081881182,0.8751850670403162,3.349234877382139,0.575095164536264,0.4848716413977,40.91072973315277,0.00388718661083957,0.2620432101282391,-0.01505965672828422,0.0620005883129052,0.00245598602350746,0.64996509862025,0.596865244145334,9.275875912054326,0.41739876128474895,0.0228226738554698,0.2221311262417258,0.09686406770458,0.06249412548994112,0.1749284282047813,0.14845251230313622,0.2119489824442596,0.1426379955270973,0.03892695499144308,0.4775061867693928,0.02852196910938926,0.3046582054590115,0.6253205663198295,47322.91108198546,0.17597599117632814,0.13951686371918878,0.522027379345085,0.1411149864615286,0.2601423442714516,0.05082961858605257,0.02078670119671455
4014,154574,915.8695571365942,87023.99220781233,0.33748801025614167,0.8861905981181388,4.972360421453357,0.8992891300791561,0.5070150524674896,31.49989267691344,0.00415134657813463,0.14789519776058144,9.766004221751327e-4,0.04002366752190816,0.00396847411357659,0.7841738535155295,0.6951253932821304,7.305457447352403,0.2765979233680784,0.06174325822482622,0.4019551834894399,0.07110260512901925,0.1294752500899464,0.19700492510775855,0.12060006335335877,0.10362713565591666,0.06982997308410564,0.07866751839000878,0.6199846908669479,0.01814762608427593,0.5542379447761172,0.38919864906589213,34246.77084146485,0.33844461907118917,0.30105820994568155,0.6506923316474501,0.1079172285722721,0.14173904807133436,0.0807418559382838,0.01560164402154519
4015,157284,1011.1573114954954,92974.40013253216,0.2489765455103057,0.882934899369747,3.7852154735647434,0.6439820782320479,0.4720252384550962,36.386885154326606,0.0023010878342466,0.100529945178579,0.33490147009779647,0.07691485529819633,0.00768546666156986,0.4509874791792993,0.563955157011812,9.706453984174203,0.47484318842846135,0.05976775874669351,0.25536221022546224,0.12000909003981168,0.0770108102512611,0.19849276691348405,0.1783619234233028,0.1548289536223467,0.1032261514773119,0.04433684257925861,0.5104202977777996,0.02793777350497875,0.40520719629926993,0.5090082406190416,37250.00802794689,0.22779640711179028,0.1752078800616059,0.5549125540533437,0.10853074066653026,0.2745511723872242,0.03847627942202417,0.01776881129109601
4016,150817,677.5589667604969,111073.95111120796,0.1901008707565029,0.9075543649883824,3.5644138523527875,0.6369313623405496,0.4882601275670268,40.308098525707585,0.00250260764855092,0.18849895229351332,0.0181317893513488,0.02921565781774143,-2.3869418205187684e-4,0.7301402066678065,0.4856423951859036,11.132430151884613,0.36484567821211705,0.02069021068695269,0.36411088622072607,0.04999021801035464,0.07403343612031336,0.21183697405634191,0.16227883837894827,0.185978704606329,0.12070708050906433,0.0441581119039055,0.5148497724604897,0.02746686844725818,0.3613204200471879,0.5809130899394782,42581.322512200655,0.20161758904938312,0.14074900107077454,0.5555807057092356,0.16868960067776254,0.21709548353987204,0.03252556974857627,0.02160230465034222
